bias,bias_strength,n_broadcasters,broadcast_opinion,convince_range,converge_mult,grid_length,opinion_type,stubborn_fraction,seed,replication,converged,convergence_step,final_variance,final_mean,n_clusters,polarisation
0.5,0.0,0,1.0,0.5,0.3,10,ternary,0.2,2937,2937,False,500,0.131275,0.465,3,0.01
0.5,0.0,0,1.0,0.5,0.3,10,ternary,0.2,3937,3937,False,500,0.1299,0.49,3,0.01
0.5,0.0,0,1.0,0.5,0.3,10,ternary,0.2,4937,4937,False,500,0.1349,0.49,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.0,620,620,True,13,0.000825,0.4762,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.0,1620,1620,True,13,0.000925,0.5087,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.0,2620,2620,True,15,0.000863,0.4878,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.0,3620,3620,True,15,0.000937,0.5402,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.0,4620,4620,True,21,0.000804,0.5006,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.1,213,213,False,500,0.018411,0.3587,4,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.1,1213,1213,False,500,0.010303,0.6013,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.1,2213,2213,False,500,0.017807,0.5606,5,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.1,3213,3213,False,500,0.018141,0.6544,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.1,4213,4213,False,500,0.014331,0.3695,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.2,710,710,False,500,0.017443,0.3078,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.2,1710,1710,False,500,0.045349,0.6158,4,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.2,2710,2710,False,500,0.02657,0.5825,5,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.2,3710,3710,False,500,0.033545,0.498,5,0.01
0.5,0.0,0,1.0,0.5,0.5,10,continuous,0.2,4710,4710,False,500,0.02828,0.5291,5,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.0,497,497,False,500,0.2496,0.52,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.0,1497,1497,False,500,0.2484,0.54,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.0,2497,2497,False,500,0.2436,0.58,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.0,3497,3497,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.0,4497,4497,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.1,364,364,False,500,0.2451,0.43,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.1,1364,1364,False,500,0.2475,0.45,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.1,2364,2364,False,500,0.2451,0.57,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.1,3364,3364,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.1,4364,4364,False,500,0.2496,0.52,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.2,418,418,False,500,0.2484,0.46,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.2,1418,1418,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.2,2418,2418,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.2,3418,3418,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,binary,0.2,4418,4418,False,500,0.2475,0.45,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.0,467,467,True,164,0.0,0.5,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.0,1467,1467,True,101,0.0,0.5,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.0,2467,2467,True,114,0.0,0.5,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.0,3467,3467,True,189,0.0,0.5,1,nan
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.0,4467,4467,True,179,0.0,0.0,1,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.1,239,239,False,500,0.121875,0.525,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.1,1239,1239,False,500,0.056875,0.375,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.1,2239,2239,False,500,0.061275,0.285,2,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.1,3239,3239,False,500,0.106275,0.215,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.1,4239,4239,False,500,0.074475,0.305,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.2,318,318,False,500,0.1691,0.47,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.2,1318,1318,False,500,0.164275,0.635,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.2,2318,2318,False,500,0.1126,0.68,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.2,3318,3318,False,500,0.156875,0.525,3,0.01
0.5,0.0,0,1.0,0.5,0.5,10,ternary,0.2,4318,4318,False,500,0.1264,0.44,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.0,948,948,True,60,0.000989,0.489,1,nan
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.0,1948,1948,True,45,0.000975,0.4694,1,nan
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.0,2948,2948,True,40,0.000997,0.5189,1,nan
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.0,3948,3948,True,63,0.000977,0.4776,1,nan
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.0,4948,4948,True,59,0.000976,0.4943,1,nan
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.1,722,722,False,500,0.007991,0.453,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.1,1722,1722,False,500,0.01199,0.6254,4,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.1,2722,2722,False,500,0.010198,0.3907,4,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.1,3722,3722,False,500,0.018658,0.5695,4,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.1,4722,4722,False,500,0.011618,0.2703,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.2,546,546,False,500,0.022942,0.4779,4,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.2,1546,1546,False,500,0.014776,0.4385,5,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.2,2546,2546,False,500,0.01972,0.3945,6,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.2,3546,3546,False,500,0.023488,0.4354,6,0.01
0.5,0.0,0,1.0,1.0,0.1,10,continuous,0.2,4546,4546,False,500,0.01335,0.4186,5,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.0,819,819,False,500,0.2496,0.52,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.0,1819,1819,False,500,0.2484,0.54,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.0,2819,2819,False,500,0.2436,0.42,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.0,3819,3819,False,500,0.2475,0.45,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.0,4819,4819,False,500,0.2491,0.53,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.1,671,671,False,500,0.2436,0.42,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.1,1671,1671,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.1,2671,2671,False,500,0.2475,0.55,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.1,3671,3671,False,500,0.2451,0.57,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.1,4671,4671,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.2,119,119,False,500,0.2499,0.51,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.2,1119,1119,False,500,0.2475,0.45,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.2,2119,2119,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.2,3119,3119,False,500,0.2499,0.51,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,binary,0.2,4119,4119,False,500,0.2451,0.57,2,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.0,115,115,False,500,0.1346,0.52,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.0,1115,1115,False,500,0.125,0.5,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.0,2115,2115,False,500,0.1149,0.49,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.0,3115,3115,False,500,0.1449,0.51,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.0,4115,4115,False,500,0.1384,0.54,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.1,602,602,False,500,0.126875,0.525,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.1,1602,1602,False,500,0.1096,0.52,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.1,2602,2602,False,500,0.104475,0.445,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.1,3602,3602,False,500,0.1041,0.47,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.1,4602,4602,False,500,0.132275,0.515,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.2,86,86,False,500,0.1241,0.47,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.2,1086,1086,False,500,0.1149,0.49,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.2,2086,2086,False,500,0.141875,0.525,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.2,3086,3086,False,500,0.122275,0.485,3,0.01
0.5,0.0,0,1.0,1.0,0.1,10,ternary,0.2,4086,4086,False,500,0.1199,0.49,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.0,220,220,True,13,0.000927,0.4973,1,nan
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.0,1220,1220,True,26,0.000946,0.4668,1,nan
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.0,2220,2220,True,20,0.000962,0.5352,1,nan
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.0,3220,3220,True,15,0.00097,0.5063,1,nan
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.0,4220,4220,True,24,0.000914,0.5069,1,nan
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.1,284,284,False,500,0.021636,0.6025,6,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.1,1284,1284,False,500,0.008621,0.5381,4,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.1,2284,2284,False,500,0.024983,0.3162,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.1,3284,3284,False,500,0.013317,0.6694,4,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.1,4284,4284,False,500,0.010088,0.4141,5,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.2,686,686,False,500,0.026897,0.6223,6,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.2,1686,1686,False,500,0.023028,0.5346,4,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.2,2686,2686,False,500,0.016212,0.5738,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.2,3686,3686,False,500,0.022672,0.4091,5,0.01
0.5,0.0,0,1.0,1.0,0.3,10,continuous,0.2,4686,4686,False,500,0.02009,0.4685,5,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.0,334,334,False,500,0.2491,0.53,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.0,1334,1334,False,500,0.2464,0.44,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.0,2334,2334,False,500,0.2436,0.42,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.0,3334,3334,False,500,0.2419,0.41,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.0,4334,4334,False,500,0.2491,0.53,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.1,366,366,False,500,0.2464,0.56,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.1,1366,1366,False,500,0.2491,0.47,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.1,2366,2366,False,500,0.2496,0.52,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.1,3366,3366,False,500,0.2499,0.51,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.1,4366,4366,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.2,966,966,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.2,1966,1966,False,500,0.2419,0.59,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.2,2966,2966,False,500,0.2484,0.54,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.2,3966,3966,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,binary,0.2,4966,4966,False,500,0.25,0.5,2,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.0,878,878,False,500,0.069475,0.555,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.0,1878,1878,False,500,0.0525,0.45,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.0,2878,2878,False,500,0.0649,0.51,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.0,3878,3878,False,500,0.0696,0.48,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.0,4878,4878,False,500,0.0696,0.48,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.1,766,766,False,500,0.0496,0.52,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.1,1766,1766,False,500,0.076875,0.475,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.1,2766,2766,False,500,0.058275,0.565,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.1,3766,3766,False,500,0.052475,0.495,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.1,4766,4766,False,500,0.0675,0.45,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.2,684,684,False,500,0.0541,0.47,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.2,1684,1684,False,500,0.078475,0.405,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.2,2684,2684,False,500,0.0664,0.56,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.2,3684,3684,False,500,0.0641,0.53,3,0.01
0.5,0.0,0,1.0,1.0,0.3,10,ternary,0.2,4684,4684,False,500,0.0834,0.54,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.0,637,637,True,9,0.000629,0.5331,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.0,1637,1637,True,11,0.000962,0.5046,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.0,2637,2637,True,12,0.000993,0.5119,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.0,3637,3637,True,12,0.000814,0.527,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.0,4637,4637,True,15,0.000927,0.5727,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.1,614,614,False,500,0.014519,0.4576,4,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.1,1614,1614,False,500,0.009669,0.4256,6,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.1,2614,2614,False,500,0.017511,0.5276,5,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.1,3614,3614,False,500,0.011607,0.4903,6,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.1,4614,4614,False,500,0.007866,0.4564,4,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.2,285,285,False,500,0.025251,0.4189,6,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.2,1285,1285,False,500,0.030468,0.4992,5,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.2,2285,2285,False,500,0.032195,0.5386,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.2,3285,3285,False,500,0.032992,0.5167,5,0.01
0.5,0.0,0,1.0,1.0,0.5,10,continuous,0.2,4285,4285,False,500,0.029909,0.452,5,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.0,757,757,True,16,0.0,0.0,1,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.0,1757,1757,True,67,0.0,0.0,1,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.0,2757,2757,True,119,0.0,1.0,1,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.0,3757,3757,True,32,0.0,1.0,1,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.0,4757,4757,True,117,0.0,1.0,1,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.1,242,242,False,500,0.0384,0.96,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.1,1242,1242,False,500,0.2419,0.41,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.1,2242,2242,False,500,0.2496,0.48,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.1,3242,3242,False,500,0.24,0.4,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.1,4242,4242,False,500,0.1204,0.14,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.2,868,868,False,500,0.1204,0.86,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.2,1868,1868,False,500,0.24,0.6,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.2,2868,2868,False,500,0.2451,0.43,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.2,3868,3868,False,500,0.2016,0.28,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,binary,0.2,4868,4868,False,500,0.2331,0.37,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.0,69,69,True,19,0.0,0.5,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.0,1069,1069,True,88,0.0,0.5,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.0,2069,2069,True,215,0.0,0.5,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.0,3069,3069,True,33,0.0,0.5,1,nan
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.0,4069,4069,True,195,0.0,0.0,1,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.1,453,453,False,500,0.0724,0.76,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.1,1453,1453,False,500,0.1096,0.52,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.1,2453,2453,False,500,0.0589,0.69,2,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.1,3453,3453,False,500,0.059275,0.615,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.1,4453,4453,False,500,0.025,0.5,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.2,290,290,False,500,0.061875,0.475,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.2,1290,1290,False,500,0.07,0.4,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.2,2290,2290,False,500,0.0826,0.68,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.2,3290,3290,False,500,0.050275,0.415,3,0.01
0.5,0.0,0,1.0,1.0,0.5,10,ternary,0.2,4290,4290,False,500,0.1029,0.61,3,0.01
