bias,bias_strength,n_broadcasters,broadcast_opinion,interaction_mode,confidence_threshold,converge_mult,grid_length,opinion_type,stubborn_fraction,seed,replication,converged,convergence_step,final_variance,final_mean,n_clusters,polarisation
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,74,74,False,500,0.081214,0.4958,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,1074,1074,False,500,0.075304,0.4948,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,2074,2074,False,500,0.079077,0.4999,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,3074,3074,False,500,0.081676,0.4866,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,4074,4074,False,500,0.077775,0.5107,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,5074,5074,False,500,0.077711,0.506,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,6074,6074,False,500,0.078017,0.5004,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,7074,7074,False,500,0.078957,0.5136,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,8074,8074,False,500,0.083251,0.4947,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.1,40,continuous,0.0,9074,9074,False,500,0.08054,0.5019,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,315,315,False,500,0.074554,0.49,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,1315,1315,False,500,0.080852,0.509,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,2315,2315,False,500,0.08385,0.5054,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,3315,3315,False,500,0.081487,0.5016,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,4315,4315,False,500,0.082198,0.4938,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,5315,5315,False,500,0.081428,0.5113,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,6315,6315,False,500,0.079781,0.4965,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,7315,7315,False,500,0.078487,0.4953,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,8315,8315,False,500,0.077022,0.5029,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.2,40,continuous,0.0,9315,9315,False,500,0.081654,0.4967,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,170,170,False,500,0.081601,0.4889,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,1170,1170,False,500,0.080722,0.5014,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,2170,2170,False,500,0.079197,0.5008,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,3170,3170,False,500,0.080873,0.5086,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,4170,4170,False,500,0.07861,0.5113,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,5170,5170,False,500,0.081214,0.5036,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,6170,6170,False,500,0.080068,0.5063,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,7170,7170,False,500,0.079262,0.4958,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,8170,8170,False,500,0.084809,0.5107,1,0.0006
0.5,0.0,0,1.0,single,0.1,0.3,40,continuous,0.0,9170,9170,False,500,0.079594,0.5052,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,107,107,False,500,0.069087,0.4924,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,1107,1107,False,500,0.073673,0.4877,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,2107,2107,False,500,0.076005,0.4993,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,3107,3107,False,500,0.06804,0.5016,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,4107,4107,False,500,0.071259,0.4985,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,5107,5107,False,500,0.07221,0.5011,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,6107,6107,False,500,0.068222,0.5056,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,7107,7107,False,500,0.072811,0.4955,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,8107,8107,False,500,0.0697,0.5003,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.1,40,continuous,0.0,9107,9107,False,500,0.070086,0.4968,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.2,40,continuous,0.0,600,600,False,500,0.071637,0.4942,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.2,40,continuous,0.0,1600,1600,False,500,0.075077,0.4911,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.2,40,continuous,0.0,2600,2600,False,500,0.069293,0.5033,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.2,40,continuous,0.0,3600,3600,False,500,0.068506,0.4997,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.2,40,continuous,0.0,4600,4600,False,500,0.07086,0.5069,1,0.0006
0.5,0.0,0,1.0,single,0.15,0.2,40,continuous,0.0,5600,5600,False,500,0.074329,0.513,1,0.0006
